34.31282,133.84857
34.31287,133.84858
34.31291,133.84859
34.31302,133.84859
34.31302,133.84859
34.313,133.84836
34.313,133.84831
34.31298,133.84824
34.31297,133.84813
34.31297,133.84809
34.31297,133.84809
34.31306,133.84807
34.31319,133.84808
34.31372,133.848099
34.31407,133.848109
34.31416,133.84812
34.31428,133.84812
34.31437,133.84813
34.31451,133.84813
34.31451,133.84813
34.31452,133.848199
34.31452,133.84827
34.31453,133.84834
34.31458,133.84868
34.31458,133.84868
34.31485,133.84866
34.31485,133.84866
34.31487,133.848809
34.31494,133.84929
34.315,133.84977
34.315,133.84979
34.31501,133.84982
34.31505,133.85014
34.31509,133.85049
34.3151,133.850609
34.3151,133.85074
34.31513,133.850959
34.31513,133.85108
34.31512,133.85119
34.31511,133.85129
34.31511,133.85143
34.31512,133.851949
34.31512,133.851959
34.31512,133.852409
34.31512,133.8526
34.31512,133.853109
34.31512,133.85323
34.31513,133.85346
34.31514,133.85369
34.31514,133.85373
34.31514,133.85427
34.31514,133.85444
34.31514,133.854649
34.31514,133.85487
34.31514,133.85488
34.31515,133.85532
34.31515,133.855359
34.31515,133.85558
34.31515,133.855899
34.31516,133.855989
34.31516,133.855989
34.31517,133.85615
34.31551,133.85613
34.316,133.85612
34.31606,133.85612
34.31626,133.85611
34.31629,133.85611
34.31635,133.8561
34.31652,133.85606
34.31656,133.85605
34.31677,133.85601
34.31681,133.856
34.31695,133.85596
34.31703,133.85594
34.31705,133.85594
34.31723,133.85588
34.31728,133.85586
34.31762,133.85575
34.31768,133.85573
34.31799,133.855629
34.31811,133.85559
34.31846,133.85547
34.31854,133.85547
34.31854,133.85547
34.31854,133.85547
34.31855,133.85548
34.3187,133.855439
34.3188,133.855439
34.3189,133.85542
34.31897,133.8554
34.31911,133.85537
34.31915,133.855359
34.31928,133.85533
34.31955,133.85528
34.31993,133.8552
34.32041,133.8551
34.32128,133.85492
34.32152,133.85487
34.32165,133.85484
34.32174,133.854819
34.3219,133.85479
34.32207,133.85476
34.3221,133.854899
34.32213,133.85488
34.32226,133.85485
34.32235,133.85483
34.32235,133.85483
34.32236,133.854899
34.32244,133.85538
34.32246,133.85547
34.3225,133.855719
34.32254,133.85597
34.32257,133.85613
34.32259,133.85624
34.3226,133.85633
34.3226,133.856339
34.32273,133.85725
34.32274,133.857319
34.32288,133.85821
34.3229,133.85837
34.32293,133.85861
34.32296,133.85877
34.32297,133.85883
34.32299,133.85899
34.32306,133.85953
34.32307,133.85961
34.32313,133.86003
34.32314,133.86009
34.32315,133.86017
34.32317,133.86025
34.32318,133.860359
34.32321,133.860559
34.32325,133.86089
34.32327,133.86102
34.32331,133.86128
34.32334,133.861449
34.32336,133.86158
34.32336,133.861629
34.32339,133.86185
34.32343,133.86215
34.32345,133.86238
34.32347,133.862529
34.32347,133.862609
34.32349,133.862789
34.32349,133.8629
34.32355,133.86354
34.32361,133.863959
34.3236,133.864049
34.32363,133.86427
34.32364,133.86438
34.32367,133.8646
34.32369,133.8647
34.32372,133.86492
34.32378,133.86523
34.3238,133.86535
34.32384,133.86551
34.32385,133.86554
34.32388,133.86564
34.32391,133.865739
34.32394,133.86585
34.32397,133.86595
34.32398,133.86599
34.324,133.86605
34.32406,133.86622
34.32413,133.8664
34.32421,133.86659
34.32426,133.86671
34.3243,133.86678
34.32432,133.86684
34.32435,133.866899
34.32443,133.86707
34.3245,133.86719
34.32452,133.86724
34.32455,133.86729
34.32465,133.86747
34.3247,133.867539
34.32499,133.86802
34.325,133.86803
34.32513,133.868239
34.32522,133.86838
34.32536,133.868609
34.3254,133.86868
34.32542,133.86871
34.3256,133.86898
34.32562,133.86902
34.3257,133.86913
34.32591,133.86946
34.32594,133.869509
34.32596,133.86954
34.32599,133.869589
34.32601,133.86962
34.32609,133.86975
34.32622,133.86994
34.3262,133.869959
34.3262,133.869959
34.32622,133.87
34.32655,133.87052
34.32699,133.871198
34.32711,133.871378
34.32714,133.87144
34.3273,133.87167
34.32766,133.87221
34.32772,133.8723
34.32775,133.87235
34.32788,133.872537
34.32811,133.87288
34.32822,133.87304
34.32841,133.87331
34.32844,133.873359
34.32847,133.8734
34.3285,133.873438
34.32856,133.873528
34.32867,133.87369
34.3287,133.873719
34.32882,133.873899
34.3289,133.87402
34.32897,133.87412
34.3291,133.874327
34.32918,133.87447
34.32923,133.87457
34.32926,133.87462
34.32927,133.87465
34.32927,133.87467
34.32929,133.874687
34.3293,133.87472
34.32933,133.8748
34.32934,133.87483
34.32938,133.87494
34.32942,133.87508
34.32944,133.87519
34.32946,133.8753
34.32948,133.875419
34.32948,133.87543
34.32949,133.87555
34.32949,133.87562
